"LOCATION","DISTRICT","SENSITIVITY ZONE","INTERVENTION","OPERATION START DATE","OPERATION END DATE"
"Median at Mandela Parkway and 28th Street","D3","High","Closure","December 29, 2021","December 29, 2021"
"Webster St between 36th St and 37th St","D3","High","Deep Cleaning","December 29, 2021","December 29, 2021"
"45th Ave between International and E12 Street","D5","High","Closure","December 28, 2021","December 28, 2021"
"Bond St between High St and 42nd Avenue","D5","High","Closure","December 28, 2021","December 28, 2021"
"Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison","D3","High","Closure","December 27, 2021","December 27, 2021"
"5920 San Pablo / 59th�Street & San Pablo Ave�","D1","High","Closure","December 27, 2021","December 27, 2021"
"Frog Park the pathway between Clifton and Cavour","D1","High","Closure","December 22, 2021","December 22, 2021"
"45th Ave between International and E12 Street","D5","High","Closure on Tents/ Structures","December 21, 2021","December 21, 2021"
"Bigge Street between 98th Ave & Adams Ave","D7","High","Deep Cleaning","December 20, 2021","December 20, 2021"
"E Street & 100th Avenue","D7","High","Closure","December 20, 2021","December 20, 2021"
"956 West Grand","D3","High","Closure (OPD/Abandon Auto Posting Only)","December 15, 2021","December 15, 2021"
"Lafayette Square Park","D3","High","Closure","December 15, 2021","December 16, 2021"
"International Blvd between 6th Ave and 7th Ave","D2","High","Closure with AA","December 13, 2021","December 14, 2021"
"E 12th St between 6th Ave and 7th Ave","D2","High","Closure with AA","December 13, 2021","December 14, 2021"
"6th Ave between International Blvd and E 12th St","D2","High","Closure with AA","December 13, 2021","December 14, 2021"
"7th Ave between E 12th St and International Blvd","D2","High","Closure with AA","December 13, 2021","December 14, 2021"
"Clinton Park","D2","High","Closure with AA","December 13, 2021","December 14, 2021"
"East Dr between E 10th St and Lake Merritt Blvd","D3","High","Deep Cleaning","December 08, 2021","December 09, 2021"
"Lake Merritt Blvd Underpass Near Peralta Park","D2","High","Deep Cleaning","December 08, 2021","December 09, 2021"
"Peralta Park","D2","High","Deep Cleaning","December 08, 2021","December 09, 2021"
"E 10th St Bridge underpass near Channel Park","D3","High","Deep Cleaning","December 08, 2021","December 09, 2021"
"45th Avenue between Bancroft Avenue and Bond Street","D5","High","Closure","December 07, 2021","December 07, 2021"
"Pine Knoll Park","D2","High","Closure","December 06, 2021","December 06, 2021"
"East 12th & 2nd Avenue","D2","High","Closure","December 01, 2021","December 02, 2021"
"E 12th Remainder Parcel: Adjacent to LML","D2","High","Closure","December 01, 2021","December 02, 2021"
"12th Street Estuary/Rear of Dewey High School","D2","High","Closure","December 01, 2021","December 02, 2021"
"2540 West Street","D3","High","Closure (OPD/Abandon Auto Posting Only)","December 01, 2021","December 01, 2021"
"West between 35th and 36th St","D3","Low","Closure (OPD/Abandon Auto Posting Only)","December 01, 2021","December 01, 2021"
"Mandela Pkwy between 13th and 14th","D3","High","Closure with AA","November 29, 2021","November 30, 2021"
"13th St between Center and Mandela Pkwy","D3","High","Closure with AA","November 29, 2021","November 30, 2021"
"Center St between 13th St and 14th St","D3","High","Closure with AA","November 29, 2021","November 30, 2021"
"Cypress Freeway Memorial Park (FS3), 1301 Mandela Pkwy","D3","High","Closure with AA","November 29, 2021","November 30, 2021"
"E 12th Remainder Parcel: Adjacent to LML","D2","High","Closure","November 22, 2021","November 23, 2021"
"12th Street Estuary/Rear of Dewey High School","D2","High","Closure","November 22, 2021","November 23, 2021"
"Bancroft Ave & Ritchie St: 2507 Ritchie Street","D6","High","Closure","November 18, 2021","November 18, 2021"
"Edes Ave between 98th Ave and Douglas Ave: 9910 Edes","D7","High","Partial Closure & Deep Cleaning","November 17, 2021","November 17, 2021"
"34th & Elm","D3","High","Deep Cleaning","November 16, 2021","November 16, 2021"
"Harrison St between Stanley Pl and Pearl St","D3","High","Closure","November 15, 2021","November 15, 2021"
"10th Street between Jefferson St and MLK","D3","High","Deep Cleaning","November 15, 2021","November 15, 2021"
"Lafayette Square Park","D3","High","Closure","November 15, 2021","November 15, 2021"
"Wood St between 24th St and 26th St","D3","High","Closure","November 08, 2021","November 10, 2021"
"Wood St between W Grand Ave and 24th St","D3","High","Closure","November 08, 2021","November 10, 2021"
"2121 E. 12th /2199 E.12th/@23rd Bridge","D2","High","Deep Cleaning","November 04, 2021","November 04, 2021"
"City Lot - Foothill Blvd between 67th Avenue and 68th Avenue","D5","High","Closure","November 04, 2021","November 04, 2021"
"Foothill Blvd between 67th Avenue and 68th Avenue","D6","High","Closure","November 03, 2021","November 03, 2021"
"29th Avenue between E. 7th and Chapman","D5","High","Closure (East Side) and Deep Clean (West Side)","November 02, 2021","November 02, 2021"
"27th St. between Northgate south/north on the Northside of the street","D3","Low","Closure both sides of the street","November 01, 2021","November 01, 2021"
"Dover street between 46th St. and 47th St.","D1","High","Deep Cleaning","November 01, 2021","November 01, 2021"
"35th St between Magnolia and Adeline St","D3","High","Closure","October 28, 2021","October 28, 2021"
"W Grand Ave between San Pablo Ave & MLK","D3","High","Closure","October 27, 2021","October 27, 2021"
"San Pablo Ave between W Grand Ave & MLK","D3","High","Closure","October 27, 2021","October 27, 2021"
"Webster St between 5th St and 6th St","D3","High","Closure","October 27, 2021","October 27, 2021"
"MLK between San Pablo Ave & W Grand Ave","D3","High","Closure","October 27, 2021","October 27, 2021"
"30th St. between MLK and Telegraph","D3","Low","Deep Clean (South Side) Closure (North Side)","October 26, 2021","October 26, 2021"
"Downtown Oakland Senior Center","D3","High","Deep Cleaning at the side of porta-potty and Closure at Bay Place","October 25, 2021","October 25, 2021"
"Independent Loop","D6","High","Deep Cleaning with AA at 500 Independent Road @ 66th Ave on-ramp to 880 / Independent Loop","October 21, 2021","October 21, 2021"
"MLK between 35th St and 36th St","D3","Low","Deep Clean (Westside) and Closure (Eastside)","October 20, 2021","October 20, 2021"
"West between 35th and 36th St","D3","Low","Deep Clean East side, Closure of West side.  AA lead","October 19, 2021","October 19, 2021"
"6th St between Brush St and Castro St","D3","Low","Closure. Lead AA: 6th Street & Brush Street","October 18, 2021","October 18, 2021"
"Santa Clara between Harrison St and Kepmton Way","D3","High","Closure","October 14, 2021","October 15, 2021"
"Walkway behind Piedmont Place Hotel","D1","High","Closure","October 14, 2021","October 15, 2021"
"E Street & 100th Avenue","D7","High","Closure","October 13, 2021","October 13, 2021"
"Knight Street between Douglas Avenue and Gramercy Place","D7","High","Closure with AA","October 12, 2021","October 12, 2021"
"Lake Merritt: Dock at 150 Lakeside Dr/ Lakeside/19th/Madison","D3","High","Closure","October 11, 2021","October 11, 2021"
"Frog Park the pathway between Clifton and Cavour","D1","High","Closure AT Frog Park - Pathway","October 07, 2021","October 07, 2021"
"668 27th St/ MLK and 27th","D3","Low","(Self Closure)","October 07, 2021","October 07, 2021"
"San Leandro Street between Seminary & 66th Avenue","D6","High","Deep Cleaning with AA","October 05, 2021","October 06, 2021"
"E. 12th Median : 14th Ave to 18th Ave","D2","High","Closure","October 04, 2021","October 04, 2021"
"5840 Harmon Avenue","D6","High","Closure","September 30, 2021","September 30, 2021"
"San Leandro Street between Seminary & 66th Avenue","D6","High","Deep Cleaning (UNABLE TO BE EXECUTED)","September 29, 2021","September 29, 2021"
"Bancroft Ave between 55th Ave and Hilton St","D6","High","Closure with AA","September 29, 2021","September 29, 2021"
"Bancroft Avenue between 42nd Avenue & High Street","D5","Low","Closure with AA","September 28, 2021","September 28, 2021"
"International Blvd between 96th Ave and 97th Ave","D7","High","Closure","September 27, 2021","September 27, 2021"
"Embarcadero between Dennison & Livingston","D5","High","Closure","September 23, 2021","September 24, 2021"
"Santa Clara between Harrison St and Kepmton Way","D3","High","Closure","September 21, 2021","September 22, 2021"
"56th & Telegraph","D1","Low","Deep Cleaning","September 20, 2021","September 20, 2021"
"16th Street between MLK and Castro","D3","High","Closure","September 16, 2021","September 16, 2021"
"Downtown Oakland Senior Center","D3","High","Partial Closure at for 200 Grand Ave./ Senior Center / Downtown Oakland Senior Bay Place Side","September 16, 2021","September 16, 2021"
"Franklin St & 6th St","D3","High","Deep Cleaning","September 15, 2021","September 15, 2021"
"Athol Plaza Park","D2","High","Closure","September 13, 2021","September 15, 2021"
"5920 San Pablo / 59th�Street & San Pablo Ave�","D1","High","Closure","September 08, 2021","September 08, 2021"
"Miles Ave between Presley Way and College Ave","D1","High","Closure","September 07, 2021","September 07, 2021"
"Frank Ogawa Plaza","D3","High","Closure","September 02, 2021","September 02, 2021"
"84th Avenue & International","D7","High","Deep Cleaning (half block)","September 01, 2021","September 01, 2021"
"23rd�St. between MLK and San Pablo","D3","High","Closure","August 31, 2021","August 31, 2021"
"Lafayette Square Park","D3","High","Partial Closure","August 31, 2021","August 31, 2021"
"10th Street between Jefferson St and MLK","D3","High","Partial Closure","August 31, 2021","August 31, 2021"
"Lakeside Recycling: 77th & Hawley","D7","Low","Deep Cleaning/ K-Rails Enforcement","August 30, 2021","August 30, 2021"
"High St  Safe Parking along Alameda Ave","D5","High","Closure","August 25, 2021","August 26, 2021"
"East 8th Cul De Sac","D5","High","Closure","August 25, 2021","August 26, 2021"
"Alameda Avenue between High St and E 8th St","D5","High","Deep Cleaning","August 24, 2021","August 24, 2021"
"Alameda Avenue from Howard Street to Fruitvale Ave","D5","High","Deep Cleaning","August 24, 2021","August 24, 2021"
"Alameda Avenue between E 8th St and Howard St","D5","High","Deep Cleaning","August 24, 2021","August 24, 2021"
"30th St. between MLK and Telegraph","D3","Low","Deep Clean (South Side) Closure (North Side)","August 23, 2021","August 23, 2021"
"5th St. between Mandela Pkwy & Union","D3","Low","Deep Cleaning","August 19, 2021","August 19, 2021"
"Kirkham St between 5th & 7th St.","D3","Low","Deep Cleaning","August 19, 2021","August 19, 2021"
"San Leandro St between 81st Ave and 85th Ave: 8451 San Leandro Street (Pick-n-Pull)","D7","High","Deep Cleaning","August 18, 2021","August 18, 2021"
"45th Ave between International and E12 Street","D5","High","Closure","August 17, 2021","August 17, 2021"
"City Lot - 11th St between Clay & Broadway","D3","High","Closure","August 16, 2021","August 16, 2021"
"Lakeside Park: Lakeside Park Garden Center, 666 Bellevue Ave","D3","High","Closure","August 16, 2021","August 16, 2021"
"Mosswood Park","D3","High","Closure entire park","August 10, 2021","August 12, 2021"
"Lakeside Park: Lakeside Park Garden Center, 666 Bellevue Ave","D3","High","Closure","August 09, 2021","August 09, 2021"
"Athol Plaza Park","D2","High","Closure (Unable to be executed)","August 09, 2021","August 09, 2021"
"MLK between San Pablo Ave & W Grand Ave","D3","High","Closure","August 05, 2021","August 05, 2021"
"San Pablo Ave between W Grand Ave & MLK","D3","High","Closure","August 05, 2021","August 05, 2021"
"W Grand Ave between San Pablo Ave & MLK","D3","High","Closure","August 05, 2021","August 05, 2021"
"MLK between 23rd & 24th","D3","High","Deep Cleaning","August 05, 2021","August 05, 2021"
"MLk between W Grand Ave & 23rd","D3","High","Deep Cleaning","August 05, 2021","August 05, 2021"
"692 Baldwin","D7","High","Deep Cleaning","August 04, 2021","August 04, 2021"
"E 12th Remainder Parcel: Adjacent to LML","D2","High","Partial Closure","August 02, 2021","August 03, 2021"
"Pine Knoll Park","D2","High","Deep Cleaning","July 29, 2021","July 29, 2021"
"Fitzgerald Park","D3","High","Deep Cleaning (UNABLE TO BE EXECUTED)","July 28, 2021","July 28, 2021"
"14th Avenue between East 33rd and MacArthur","D5","Low","Deep Cleaning","July 27, 2021","July 27, 2021"
"Snow Park","D3","High","Partial Closure at Play Structure","July 26, 2021","July 26, 2021"
"85th Avenue between Baldwin St and Enterprise Way","D7","High","Closure","July 22, 2021","July 22, 2021"
"Webster St between 36th St and 37th St","D3","High","Closure","July 21, 2021","July 21, 2021"
"Mosswood Park","D3","High","Closure at Mosswood House (Fencing)","July 21, 2021","July 21, 2021"
"3902 Manila Ave/Manila between 38th & 40th St","D1","High","Closure (West Side),  Deep Cleaning (East Side), Partial Closure (East Side directly in front of homes)","July 20, 2021","July 20, 2021"
"Lake Merritt: Walkway between Harrison St between 21st St &  Grand Ave","D3","High","Closure","July 19, 2021","July 19, 2021"
"Leet Drive","D7","High","Deep Cleaning (Southside) & Closure (Northside)","July 15, 2021","July 15, 2021"
"Walkway behind Piedmont Place Hotel","D1","High","Deep Cleaning","July 14, 2021","July 14, 2021"
"Santa Clara between Harrison St and Kepmton Way","D3","High","Deep Cleaning at Santa Clara & Harrison/ Macarthur","July 14, 2021","July 14, 2021"
"6th St between Alice St and Jackson St","D2","High","Deep Cleaning at 6th Street between Alice & Jackson  & Fire Lane Enforcement","July 13, 2021","July 13, 2021"
"Lake Merritt: 563 Pergola","D3","High","Closure","July 12, 2021","July 12, 2021"
"27th St. between Northgate south/north on the Northside of the street","D3","Low","Deep Cleaning both sides of the street","July 07, 2021","July 08, 2021"
"Sycamore between Northgate and MLK","D3","Low","Deep Cleaning both sides of the street","July 07, 2021","July 08, 2021"
"Vallejo & Stanford","D1","High","Deep Cleaning","July 06, 2021","July 06, 2021"
"Median at Mandela Parkway and 28th Street","D3","High","Closure","July 01, 2021","July 01, 2021"
"28th Street between Ettie and Mandela Parkway","D3","High","Deep Cleaning","July 01, 2021","July 01, 2021"
"City Lot - 73rd Ave. and San Leandro city property under the Bart tram to the airport","D7","High","Deep Cleaning","June 30, 2021","June 30, 2021"
"21st & Filbert","D3","High","Closure","June 29, 2021","June 29, 2021"
"Downtown Oakland Senior Center","D3","High","Closure (Building Only)","June 28, 2021","June 28, 2021"
"Rockridge Temescal/North Frog Park","D1","High","Closure","June 28, 2021","June 28, 2021"
"3326 Chestnut / Chestnut between 32nd - 34th","D3","High","Closure","June 24, 2021","June 24, 2021"
"Dover St between 44th and 45th","D1","High","Closure","June 23, 2021","June 23, 2021"
"Poplar between 18th St and 20th St","D3","High","Closure","June 22, 2021","June 22, 2021"
"Broadway between 5th and 6th","D2","High","Closure (West Side Only)","June 21, 2021","June 21, 2021"
"2nd & Brush","D3","Low","Deep Cleaning","June 21, 2021","June 21, 2021"
"Wood St between W Grand Ave and 24th St","D3","High","Partial Closure/Deep Cleaning","June 15, 2021","June 16, 2021"
"Wood Street between 24th St and Willow St","D3","High","Partial Closure","June 15, 2021","June 16, 2021"
"Median at 6th & Jackson","D2","High","Closure","June 14, 2021","June 14, 2021"
"Independent Loop","D6","High","Partial Closure","June 14, 2021","June 14, 2021"
"Kirkham St between 5th & 7th St.","D3","Low","Deep Cleaning","June 10, 2021","June 10, 2021"
"29th Avenue between E. 7th and Chapman","D5","High","Deep Cleaning","June 09, 2021","June 09, 2021"
